,NAME,LOCATION,COURSES,CONTACT NO.
1213,21st Century Computers Educational Society,"Albert Road, Kennedy Avenue","C, C++ Training, Programming languages training",
1214,Sodhi Computer Centre," Ekta Pawan, Chheharta","C, C++ Training, Programming languages training",
1215,ELON CONSULTING SERVICE (OPC) PRIVATE LIMITED,Also Servicing in Amritsar,"C sharp Training, Programming languages training",+911140169517_
1216,Computer`S Galaxy," Lawrence Road, Circular Road","C sharp Training, Programming languages training",+911140017443_
1217,NIIT Ltd.,Also Servicing in Amritsar,"C sharp Training, Programming languages training",+912249436671_
1218,21st Century Computers Educational Society,"Albert Road, Kennedy Avenue","C sharp Training, Programming languages training",
1219,Sodhi Computer Centre," Ekta Pawan, Chheharta","C sharp Training, Programming languages training",
1220,Sinfy Infotech,"Golden Temple area, Guru Bazar","C sharp Training, Programming languages training",
1221,Technolearn Trainings,Also Servicing in Amritsar,"C sharp Training, Programming languages training",+919021102346_
1222,I Technologies,Also Servicing in Amritsar,"C sharp Training, Programming languages training",
1223,CACMS Centre for Advanced Computer & Management Studies," B Block Market, Ranjit Avenue, Amritsar","C sharp Training, Programming languages training",
1224,Pegasus Institute," kot Khalsa Road , Kabir Park Colony, Amritsar","C sharp Training, Programming languages training",
1225,Veron Institute," Rani Ka Bagh, Rani Ka Bagh","Java Training, Java / J2EE Training",
1226,Computer`S Galaxy," Lawrence Road, Circular Road","Java Training, Web designing training",+911140017443_
1227,Computer Success," Chawttiwind Gate, Fatehgarh Churian Road","Java Training, Java / J2EE Training",
1228,Shiva Institute," 100 Feet Road, Azad Nagar","Java Training, Java / J2EE Training",
1229,Dream Tech Labs,"A Block Market, Ranjit Avenue","Java Training, Web designing training",
1230,Simplus,"Opp. Parkash Mkt, Majitha Bypass","Java Training, Java / J2EE Training",
1231,Technolearn Trainings,Also Servicing in Amritsar,"Java Training, Web designing training",+919021102346_
1232,I Technologies,Also Servicing in Amritsar,"Java Training, Content management software training",
1233,CACMS Centre for Advanced Computer & Management Studies," B Block Market, Ranjit Avenue","Java Training, Web designing training",
1234,AIDM: Asian Institute Of Digital Marketing,Also Servicing in Amritsar,"Java Training, Content management software training",+911140147372_
1235,Aedifico Tech Pvt. Ltd.,Also Servicing in Amritsar,"PCP Training, Programming languages training",+911141135499_
1236,Computer`S Galaxy," Lawrence Road, Circular Road","PCP Training, Programming languages training",+911140017443_
1237,Multisoft Systems Technology Consultancy Pvt. Ltd.,Also Servicing in Amritsar,"PCP Training, Programming languages training",+911141137462_
1238,NIIT Ltd.,Also Servicing in Amritsar,"PCP Training, Programming languages training",+912249436671_
1239,AIDM: Asian Institute Of Digital Marketing,Also Servicing in Amritsar,"PCP Training, Programming languages training",+911140147372_
1240,Kenpro Learning,Also Servicing in Amritsar,"PCP Training, Programming languages training",+918048067154_
1241,Mapping Skills Technology Pvt. Ltd,Also Servicing in Amritsar,"PCP Training, Programming languages training",+911140117621_
1242,Kapri Institute of English Speaking," Lawrence Road, Dayanand Nagar","PCP Training, Programming languages training",
1243,Dream Tech Labs,"A Block Market, Ranjit Avenue, Amritsar","PCP Training, Programming languages training",
