,NAME,LOCATION,COURSES,CONTACT NO.
0,Shri Labhubhai Trivedi Institute of Engineering & Technology,"Mavdi Village , Kalawad Road",Engineering Colleges,
1,Civil engineering classes for duploma and Degree,"Kalawad road rajkot, Kalawad Road",Engineering Colleges,
2,Atmiya Institute of Technology & Science,"Yogidham Gurukul, Kalawad Road",Engineering Colleges,
3,Arignar Anna Institute of Science & Technology,"Rajkot H.O., Rajkot - 360001",Engineering Colleges,
4,RK University School of Management,"Bhavnagar Highway, Kasturbadham",Engineering Colleges,
5,Gateway International,"University Road, Indira Circle, Rajkot","Entrance Exam Coaching, Foreign education entrance exam coaching",+917949072445_
6,Rising Media School,"Royal park near BRTS Bus stand, Indira Circle, Rajkot","Job Training Centres, Arts & media job training",+917949071914_
7,VLCC Health Care Ltd," 3RD FLOOR, Akshar Marg","Job Training Centres, Beauty and spa job training",+912249430692_
8,INSTITUTE OF FASHION & JEWELLERY DESIGN," Kalawad Road, Kalawad Road, Rajkot","Job Training Centres, Fashion and apparel design training",+912249434404_
9,Sarjak Overseas," Jyoti Nagar Main Road, Ghanshyam Nagar, Rajkot","Overseas Education Consultants, Overseas education",+917949071744_
10,Gateway International,"University Road, Indira Circle, Rajkot","Overseas Education Consultants, Overseas education",+917949072445_
11,Jack training center,"nr Satya prakash school ahir chowk, Atika, rajkot","Corporate Training, Professional development training",
12,Little Master Educational Institute,"Gondal Road, Gondal Road","Corporate Training, Language lab training",
13,Veer Academy,"Kotecha Chowk, Kalavad Road","Corporate Training, Language lab training",
14,Station Info Services Pvt. Ltd.,"Silver Stand 2, 150 Feet Ring Road","Corporate Training, Language lab training",
15,Tera Byte Computers Academy,"Raiya Road, Rajkot - 360007","Corporate Training, Language lab training",
16,Tera Byte Computer," 1st Floor, Raiya Road","Corporate Training, Language lab training",
17,Jolly Infotech," Jetpur Road, Gondal Road","Corporate Training, Language lab training",
18,Kamaniya Computer,"Yagnik Road, Rajkot - 360001","Corporate Training, Professional development training",
19,Indiacan Education Pvt. Ltd.,"Vrindavan Society, Kalawad Road","Corporate Training, Language lab training",
20,Savyasanchi Education,"Capital Market, Jagnath Temple Chowk","Corporate Training, Language lab training",
21,Maya Academy Of Advanced Cinematics," Surya Complex, 150 Feet Ring Road, Rajkot","Multimedia Design Training, CAD & CAM training",+917949073155_
22,Little Master Educational Institute,"Gondal Road, Gondal Road","Multimedia Design Training, Animation & Multimedia training",
23,Khodiyar Cad Center Pvt. Ltd.,"Kotecha Circle, University Road","Multimedia Design Training, CAD & CAM training",
24,Nisha Infotech,"Godown Road, Bhakti Nagar","Multimedia Design Training, CAD & CAM training",
25,Orbit Infotech,"Jagnath Plot, Rajkot - 360001","Multimedia Design Training, CAD & CAM training",
26,Frameboxx,"jalaram-2, University Road","Multimedia Design Training, Animation & Multimedia training",
27,Khodiyar Cad Center (I) Pvt. Ltd.,"Toral Park Main Road, Rajkot","Multimedia Design Training, Adobe training",
28,Frameboxx Animation & Visual Effects,"University Road, Jalaram Nagar, Rajkot","Multimedia Design Training, Animation & Multimedia training",
29,Auroma School of Visual Effects," 2nd Floor, Raiya Road","Multimedia Design Training, Animation & Multimedia training",
30,Frameboxx,"Kotecha circle, University Road","Multimedia Design Training, CAD & CAM training",
31,JJ Tutorials,"Astron Chowk, Sardar Nagar","AMIE Coaching, Management entrance exam coaching",
32,Mathsa Classes,"University Road, University Road","AMIE Coaching, ENGG / ARCH entrance exam coaching",
33,Brilliant Institute of Teaching English,"Gondal Road, Rajkot - 360001","AMIE Coaching, Management entrance exam coaching",
34,Gyanjyot Classes,"Soni Bazar, Soni Bazar","AMIE Coaching, Management entrance exam coaching",
35,Kunal French Classes,"New Jagnath Mahakali Street, Jagnath Plot","AMIE Coaching, Management entrance exam coaching",
36,Nidhi Classes,"Kotecha Chowk, Kalawad Road",Bank Exam Coaching,
37,JJ Tutorials,"Astron Chowk, Sardar Nagar",Bank Exam Coaching,
38,Mahendra Educational Pvt. Ltd.,"No. SF-204, Kalawad Road",Bank Exam Coaching,
39,Vision Institute of Professional Studies,"2nd Floor, University Road",Bank Exam Coaching,
40,VISION INSTITUTE OF PROFESSIONAL STUDIES," UNIVERSITY ROAD, University Road",Bank Exam Coaching,
41,Brilliant Institute of Teaching English,"Gondal Road, Rajkot - 360001",Bank Exam Coaching,
42,JJ Tutorials,"Astron Chowk, Sardar Nagar","CAT Coaching Centers, Management entrance exam coaching",
43,Career Launcher Atom Overseas,"1st Floor, University Road","CAT Coaching Centers, Law entrance exam coaching",
44,Vision Institute of Professional Studies,"2nd Floor, University Road","CAT Coaching Centers, Management entrance exam coaching",
45,VISION INSTITUTE OF PROFESSIONAL STUDIES," UNIVERSITY ROAD, University Road","CAT Coaching Centers, Law entrance exam coaching",
46,IMS," Sadhu Vaswani Road, University Road, Rajkot","CAT Coaching Centers, Law entrance exam coaching",+912249434405_
47,Career Launcher Atom Overseas,"1st Floor, University Road","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",
48,Vision Institute of Professional Studies,"2nd Floor, University Road","Common Management Aptitude Test (CMAT) Coaching, Management entrance exam coaching",
49,VISION INSTITUTE OF PROFESSIONAL STUDIES," UNIVERSITY ROAD, University Road","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",
50,IMS," Sadhu Vaswani Road, University Road, Rajkot","Common Management Aptitude Test (CMAT) Coaching, Law entrance exam coaching",+912249434405_
