,NAME,LOCATION,COURSES,CONTACT NO.
83,Commerce Classes,"Saket Colony, Shahganj","CMA Coaching, Chartered accountant tuitions",
84,IMS," Madia Katra Crossing, Agra Road","Company Secretary (CS) Coaching, Chartered accountant tuitions",+911140145658_
85,NDCA Coaching," BSA Engineering College - Mandi Samiti Link Road, Krishna Colony","Company Secretary (CS) Coaching, Company secretary tuitions",
86,Himanshu Accountax Tutorials,"Bhagwan Cinema Lane, New Agra Colony","Company Secretary (CS) Coaching, Chartered accountant tuitions",
87,School of Commerce,"Block-S3, Sanjay Place","Company Secretary (CS) Coaching, Chartered accountant tuitions",
88,Commerce Arena," Sanjay Place, Shoe Market","Company Secretary (CS) Coaching, Chartered accountant tuitions",
89,School of Commerce,"Block-S3, Sanjay Place","ICWA Coaching, Chartered accountant tuitions",
90,Commerce Arena," Sanjay Place, Shoe Market, Agra","ICWA Coaching, Chartered accountant tuitions",
91,Commerce Classes,"Saket Colony, Shahganj, Agra","ICWA Coaching, Chartered accountant tuitions",
92,Arya Languages," Agra Cantt, Agra","Spoken Hindi Classes, Indian language training",
93,JT Institute Of Commerce,"Deveri Road, Mantola","Spoken Hindi Classes, Indian language training",
94,Excellent Educational Society,"New Lawyers Colony, Agra Mathura Road","Spoken Hindi Classes, Indian language training",
95,LEARN ENGLISH SPEAKING,"C1 NEW AGRA NEAR NEW AGRA POLICE STATION, Dayal Bagh Road","Spoken English Classes, Spoken english training",
96,NINHAO INDIA INSTITUTE OF FOREIGN LANGUAGES," Uttar Pradesh , Sanjay Place","Spoken English Classes, Indian language training",
97,IELTS Training Centre," Opposite to Maa Durga College on DPS Road., Shastripuram","Spoken English Classes, Spoken english training",
98,foreign language institute,"Agra Mathura Bypass Road, Agra - 282010","Spoken English Classes, Foreign language training",
99,Commerce Arena," Sanjay Place, Shoe Market","Spoken English Classes, Spoken english training",
100,ACE INSTITUTE FOR EDUCATION & LANGUAGES PVT LTD," CHURCH ROAD CIVIL LINES NEAR SBI ATM., Civil Lines","Spoken English Classes, Spoken english training",
101,Arya Languages," Agra Cantt, Agra","Spoken Bengali Classes, Indian language training",
102,JT Institute Of Commerce,"Deveri Road, Mantola","Spoken Bengali Classes, Indian language training",
103,Excellent Educational Society,"New Lawyers Colony, Agra Mathura Road","Spoken Bengali Classes, Indian language training",
104,Arya Languages," Agra Cantt, Agra","Spoken Kannada Classes, Indian language training",
105,JT Institute Of Commerce,"Deveri Road, Mantola","Spoken Kannada Classes, Indian language training",
106,Excellent Educational Society,"New Lawyers Colony, Agra Mathura Road","Spoken Kannada Classes, Indian language training",
107,DMANDRIN Foreign Language Center," Maruti Estate Road, Bodla","Spoken Kannada Classes, Indian language training",
108,BeattheGMAT,"Kamla Nagar, Agra - 282005","GMAT Coaching, Management entrance exam coaching",
109,Edulife Agra,"Sadar Bazaar, Agra - 282001","GMAT Coaching, Management entrance exam coaching",
110,Babita Jain Coaching Class,"Belan Ganj, Belanganj, Agra","GRE Coaching, Foreign education entrance exam coaching",
111,King's English Academy,"Ajmer Road, Pratap Pura","IELTS Coaching, Foreign education entrance exam coaching",
112,IELTS Training Centre," Opposite to Maa Durga College on DPS Road., Shastripuram","IELTS Coaching, Foreign education entrance exam coaching",
113,Babita Jain Coaching Class,"Belan Ganj, Belanganj","IELTS Coaching, Foreign education entrance exam coaching",
114,King's English Academy,"Ajmer Road, Pratap Pura","IELTS Online Coaching, Foreign education entrance exam coaching",
115,Babita Jain Coaching Class,"Belan Ganj, Belanganj","PTE Coaching, Foreign education entrance exam coaching",
116,Babita Jain Coaching Class,"Belan Ganj, Belanganj","SAT Coaching, Foreign education entrance exam coaching",
117,King's English Academy,"Ajmer Road, Pratap Pura","TOEFL Coaching, Foreign education entrance exam coaching",
118,Babita Jain Coaching Class,"Belan Ganj, Belanganj","TOEFL Coaching, Foreign education entrance exam coaching",
119,IMS," Madia Katra Crossing, Agra Road, Agra","CET Entrance Coaching, Law entrance exam coaching",+911140145658_
120,Daan 100 Expert,"Ahmedabad Road, Kehari","CET Entrance Coaching, Common entrance exam coaching",
121,Engineers Corner Academy," 7 javahar nagar khandari agra, Khandari",GATE Coaching,
122,Engineer Outlook Academy,"11 Goswami Complex KK nagar, Sikandra",GATE Coaching,
123,Engineer's Circle Agra," Agra, Sikandra",GATE Coaching,
124,Account Palace,"Sanjay Place, Civil Lines",GATE Coaching,
125,The Gate Academy,"Agra H.O., Idgah Colony",GATE Coaching,
126,Gate Knockout,"Laxmi Nagar, Sikandra",GATE Coaching,
127,Triumphant Institute of Management Education Pvt. Ltd.,"Sanjay Place, Civil Lines",GATE Coaching,
128,Engineers Corner Academy," 7 javahar nagar khandari agra, Khandari",GATE Coaching,
129,Engineer Outlook Academy,"11 Goswami Complex KK nagar, Sikandra",GATE Coaching,
130,Engineer's Circle Agra," Agra, Sikandra",GATE Coaching,
131,Account Palace,"Sanjay Place, Civil Lines",GATE Coaching,
132,The Gate Academy,"Agra H.O., Idgah Colony",GATE Coaching,
133,Gate Knockout,"Laxmi Nagar, Sikandra",GATE Coaching,
134,Triumphant Institute of Management Education Pvt. Ltd.,"Sanjay Place, Civil Lines",GATE Coaching,
135,Daan 100 Expert,"Ahmedabad Road, Kehari","IPS Entrance Exam Coaching, UPSC exam coaching",
136,UNIQUE GURUKUL," KHANDARI, Agra Mathura Bypass Road","IPS Entrance Exam Coaching, UPSC exam coaching",
137,Triumphant Institute of Management Education Pvt. Ltd.,"Sanjay Place, Civil Lines","MCA Entrance Coaching, Management entrance exam coaching",
138,M K Mishra Classes,"Dev Nagar , Agra Chowk","Medical Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140118107_
139,Maths/physics 11th 12th Jee-mains,"Belanganj, Agra - 282003","Medical Entrance Coaching, ENGG / ARCH entrance exam coaching",
140,Vishal Bio classes," Trans Yamuna Colony Phase 2, Agra","Medical Entrance Coaching, Medical entrance exam coaching",
141,Academic Dimension," Bodla Sikandra Road, Agra","Medical Entrance Coaching, ENGG / ARCH entrance exam coaching",
142,Chemistry tuitions," Agra, Balkeshwar Colony, Agra","Medical Entrance Coaching, Medical entrance exam coaching",
143,Daan 100 Expert,"Ahmedabad Road, Kehari","MPPSC Entrance Exam Coaching, UPSC exam coaching",
144,UNIQUE GURUKUL," KHANDARI, Agra Mathura Bypass Road","MPPSC Entrance Exam Coaching, UPSC exam coaching",
145,M K Mishra Classes,"Dev Nagar , Agra Chowk","NEET Coaching Institutes, ENGG / ARCH entrance exam coaching",+911140118107_
146,Vishal Bio classes," Trans Yamuna Colony Phase 2, Agra","NEET Coaching Institutes, Medical entrance exam coaching",
147,Academic Dimension," Bodla Sikandra Road, Agra","NEET Coaching Institutes, ENGG / ARCH entrance exam coaching",
148,Chemistry tuitions," Agra, Balkeshwar Colony","NEET Coaching Institutes, Medical entrance exam coaching",
149,Exclusive Classes,"Avas Vikas Colony, Sikandra","NEET Coaching Institutes, Law entrance exam coaching",
150,Horizon coaching,"55North Idgah Colony Police Line Road, Ajam Road","NEET Coaching Institutes, ENGG / ARCH entrance exam coaching",
151,M K Mishra Classes,"Dev Nagar , Agra Chowk","Pre-Medical Test (PMT) Entrance Coaching, ENGG / ARCH entrance exam coaching",+911140118107_
152,Vishal Bio classes," Trans Yamuna Colony Phase 2, Agra","Pre-Medical Test (PMT) Entrance Coaching, Medical entrance exam coaching",
153,Academic Dimension," Bodla Sikandra Road, Agra","Pre-Medical Test (PMT) Entrance Coaching, ENGG / ARCH entrance exam coaching",
154,Chemistry tuitions," Agra, Balkeshwar Colony, Agra","Pre-Medical Test (PMT) Entrance Coaching, Medical entrance exam coaching",
155,Exclusive Classes,"Avas Vikas Colony, Sikandra, Agra","Pre-Medical Test (PMT) Entrance Coaching, Law entrance exam coaching",
156,Horizon coaching,"55North Idgah Colony Police Line Road, Ajam Road","Pre-Medical Test (PMT) Entrance Coaching, ENGG / ARCH entrance exam coaching",
157,Engineers corner Academy," Bhagwan Takis near Volkswagen, Sikandra","SSC Coaching, SSC exam coaching",
